domain,status,business name,phone,street address,address 2,city,state,zip,category (our service),website,description (200-750 chars),desc len,contact,email,ezlocal url
fortlauderdaledomesticviolencelawyer.com,LEGAL - FROZEN,Fort Lauderdale Domestic Violence Law Pros,(754) 291-8480,5121 E Las Olas Blvd,STE 180,Fort Lauderdale,FL,33311,Domestic Violence Lawyer,https://fortlauderdaledomesticviolencelawyer.com,"Fort Lauderdale Domestic Violence Law Pros connects Fort Lauderdale, FL homeowners with local domestic violence lawyer professionals. Call (754) 291-8480 to describe the problem and get a price before any work begins.",217,Dan Poore,danpoore99@gmail.com,
jacksonvillewrongfuldeathlawyerpros.com,LEGAL - FROZEN,Jacksonville Wrongful Death Law Pros,(904) 663-0155,1233 N Main St,STE 180,Jacksonville,FL,32205,Wrongful Death Lawyer,https://jacksonvillewrongfuldeathlawyerpros.com,"Jacksonville Wrongful Death Law Pros connects Jacksonville, FL homeowners with local wrongful death lawyer professionals. Call (904) 663-0155 to describe the problem and get a price before any work begins.",205,Dan Poore,danpoore99@gmail.com,
orlandoduilawyerpros.com,LEGAL - FROZEN,Orlando DUI Law Pros,(321) 463-9784,1695 International Dr,STE 180,Orlando,FL,32805,DUI Lawyer,https://orlandoduilawyerpros.com,"Orlando DUI Law Pros connects Orlando, FL homeowners with local dui lawyer professionals. Call (321) 463-9784 to describe the problem and get a price before any work begins. We serve Orlando and the surrounding Orange County area.",230,Dan Poore,danpoore99@gmail.com,
tampacriminaldefenselawyerpros.com,LEGAL - FROZEN,Tampa Criminal Defense Law Pros,(813) 588-6602,4215 W Westshore Blvd,STE 240,Tampa,FL,33604,Criminal Defense Lawyer,https://tampacriminaldefenselawyerpros.com,"Tampa Criminal Defense Law Pros connects Tampa, FL homeowners with local criminal defense lawyer professionals. Call (813) 588-6602 to describe the problem and get a price before any work begins. We serve Tampa and the surrounding Hillsborough County area.",256,Dan Poore,danpoore99@gmail.com,
tampafamilylawattorneypros.com,LEGAL - FROZEN,Tampa Family Law Law Pros,(813) 845-8721,1455 W Westshore Blvd,STE 240,Tampa,FL,33604,Family Law Attorney,https://tampafamilylawattorneypros.com,"Tampa Family Law Law Pros connects Tampa, FL homeowners with local family law attorney professionals. Call (813) 845-8721 to describe the problem and get a price before any work begins. We serve Tampa and the surrounding Hillsborough County area.",246,Dan Poore,danpoore99@gmail.com,
atlantadogbitelawyerpros.com,LEGAL - FROZEN,Atlanta Dog Bite Law Pros,(404) 666-7615,3141 N Highland Ave,STE 110,Atlanta,GA,30306,Dog Bite Lawyer,https://atlantadogbitelawyerpros.com,"Atlanta Dog Bite Law Pros connects Atlanta, GA homeowners with local dog bite lawyer professionals. Call (404) 666-7615 to describe the problem and get a price before any work begins. We serve Atlanta and the surrounding Fulton County area.",240,Dan Poore,danpoore99@gmail.com,
louisvillecaraccidentlawyerpros.com,LEGAL - FROZEN,Louisville Car Accident Law Pros,(502) 268-4918,1713 S 4th St,STE 150,Louisville,KY,40204,Car Accident Lawyer,https://louisvillecaraccidentlawyerpros.com,"Louisville Car Accident Law Pros connects Louisville, KY homeowners with local car accident lawyer professionals. Call (502) 268-4918 to describe the problem and get a price before any work begins. We serve Louisville and the surrounding Jefferson County area.",260,Dan Poore,danpoore99@gmail.com,
neworleansmotorcycleaccidentlawyerpros.com,LEGAL - FROZEN,New Orleans Motorcycle Accident Law Pros,(504) 520-4493,2109 Canal St,STE 110,New Orleans,LA,70114,Motorcycle Accident Lawyer,https://neworleansmotorcycleaccidentlawyerpros.com,"New Orleans Motorcycle Accident Law Pros connects New Orleans, LA homeowners with local motorcycle accident lawyer professionals. Call (504) 520-4493 to describe the problem and get a price before any work begins.",213,Dan Poore,danpoore99@gmail.com,
concordcaraccidentlawyerpros.com,LEGAL - FROZEN,Concord Car Accident Law Pros,(704) 951-1636,4205 Union St S,STE 310,Concord,NC,28027,Car Accident Lawyer,https://concordcaraccidentlawyerpros.com,"Concord Car Accident Law Pros connects Concord, NC homeowners with local car accident lawyer professionals. Call (704) 951-1636 to describe the problem and get a price before any work begins. We serve Concord and the surrounding Cabarrus County area.",250,Dan Poore,danpoore99@gmail.com,
concordpersonalinjurylawyer.com,LEGAL - FROZEN,Concord Personal Injury Law Pros,(704) 471-3231,2121 Union St S,STE 300,Concord,NC,28027,Personal Injury Lawyer,https://concordpersonalinjurylawyer.com,"Concord Personal Injury Law Pros connects Concord, NC homeowners with local personal injury lawyer professionals. Call (704) 471-3231 to describe the problem and get a price before any work begins. We serve Concord and the surrounding Cabarrus County area.",256,Dan Poore,danpoore99@gmail.com,
lasvegasdogbitelawyerpros.com,LEGAL - FROZEN,Las Vegas Dog Bite Law Pros,(702) 827-7970,4645 S Las Vegas Blvd,STE 100,Las Vegas,NV,89103,Dog Bite Lawyer,https://lasvegasdogbitelawyerpros.com,"Las Vegas Dog Bite Law Pros connects Las Vegas, NV homeowners with local dog bite lawyer professionals. Call (702) 827-7970 to describe the problem and get a price before any work begins. We serve Las Vegas and the surrounding Clark County area.",245,Dan Poore,danpoore99@gmail.com,
newyorkdogbitelawyerpros.com,LEGAL - FROZEN,New York Dog Bite Law Pros,(646) 914-9310,4639 W 125th St,STE 100,New York,NY,10003,Dog Bite Lawyer,https://newyorkdogbitelawyerpros.com,"New York Dog Bite Law Pros connects New York, NY homeowners with local dog bite lawyer professionals. Call (646) 914-9310 to describe the problem and get a price before any work begins. We serve New York and the surrounding New York County area.",245,Dan Poore,danpoore99@gmail.com,
cincinnatipersonalinjurylawyerpros.com,LEGAL - FROZEN,Cincinnati Personal Injury Law Pros,(513) 796-9335,2477 Vine St,STE 120,Cincinnati,OH,45204,Personal Injury Lawyer,https://cincinnatipersonalinjurylawyerpros.com,"Cincinnati Personal Injury Law Pros connects Cincinnati, OH homeowners with local personal injury lawyer professionals. Call (513) 796-9335 to describe the problem and get a price before any work begins. We serve Cincinnati and the surrounding Hamilton County area.",265,Dan Poore,danpoore99@gmail.com,
harrisburgcaraccidentlawyerpros.com,LEGAL - FROZEN,Harrisburg Car Accident Law Pros,(717) 500-8218,4221 N 2nd St,STE 310,Harrisburg,PA,17104,Car Accident Lawyer,https://harrisburgcaraccidentlawyerpros.com,"Harrisburg Car Accident Law Pros connects Harrisburg, PA homeowners with local car accident lawyer professionals. Call (717) 500-8218 to describe the problem and get a price before any work begins. We serve Harrisburg and the surrounding Dauphin County area.",258,Dan Poore,danpoore99@gmail.com,
austinwrongfuldeathlawyerpros.com,LEGAL - FROZEN,Austin Wrongful Death Law Pros,(512) 729-9561,1459 S Congress Ave,STE 310,Austin,TX,78703,Wrongful Death Lawyer,https://austinwrongfuldeathlawyerpros.com,"Austin Wrongful Death Law Pros connects Austin, TX homeowners with local wrongful death lawyer professionals. Call (512) 729-9561 to describe the problem and get a price before any work begins. We serve Austin and the surrounding Travis County area.",249,Dan Poore,danpoore99@gmail.com,
dallaswrongfuldeathlawyerpros.com,LEGAL - FROZEN,Dallas Wrongful Death Law Pros,(214) 617-0560,3507 Ross Ave,STE 240,Dallas,TX,75203,Wrongful Death Lawyer,https://dallaswrongfuldeathlawyerpros.com,"Dallas Wrongful Death Law Pros connects Dallas, TX homeowners with local wrongful death lawyer professionals. Call (214) 617-0560 to describe the problem and get a price before any work begins. We serve Dallas and the surrounding Dallas County area.",249,Dan Poore,danpoore99@gmail.com,
houstonmotorcycleaccidentlawyerpros.com,LEGAL - FROZEN,Houston Motorcycle Accident Law Pros,(713) 715-4760,3485 Main St,STE 110,Houston,TX,77004,Motorcycle Accident Lawyer,https://houstonmotorcycleaccidentlawyerpros.com,"Houston Motorcycle Accident Law Pros connects Houston, TX homeowners with local motorcycle accident lawyer professionals. Call (713) 715-4760 to describe the problem and get a price before any work begins.",205,Dan Poore,danpoore99@gmail.com,
virginiabeachcaraccidentlawyerpros.com,LEGAL - FROZEN,Virginia Beach Car Accident Law Pros,(757) 526-8901,5109 Atlantic Ave,STE 300,Virginia Beach,VA,23454,Car Accident Lawyer,https://virginiabeachcaraccidentlawyerpros.com,"Virginia Beach Car Accident Law Pros connects Virginia Beach, VA homeowners with local car accident lawyer professionals. Call (757) 526-8901 to describe the problem and get a price before any work begins.",205,Dan Poore,danpoore99@gmail.com,
virginiabeachpersonalinjurylawyerpros.com,LEGAL - FROZEN,Virginia Beach Personal Injury Law Pros,(757) 684-8383,1209 Atlantic Ave,STE 300,Virginia Beach,VA,23454,Personal Injury Lawyer,https://virginiabeachpersonalinjurylawyerpros.com,"Virginia Beach Personal Injury Law Pros connects Virginia Beach, VA homeowners with local personal injury lawyer professionals. Call (757) 684-8383 to describe the problem and get a price before any work begins.",211,Dan Poore,danpoore99@gmail.com,
